date,category,title,url
2010-10-21,banking,NBP receives Rs 5.24 bln flood donation,https://www.dawn.com/news/574395/nbp-receives-rs-5-24-bln-flood-donation
2010-10-25,general_market,Pakistan faces double bind in raising revenue,https://www.dawn.com/news/575747/pakistan-faces-double-bind-in-raising-revenue
2010-10-25,banking,"NBP upset Wapda, PAF, Army and KPT score easy wins",https://www.dawn.com/news/575614/asif-scores-twic
2010-10-26,general_market,Pakistan re-elected to UN Economic & Social Council,https://www.dawn.com/news/575969/pakistan-re-elected-to-un-economic-social-council
2010-10-26,energy,Nomi scores hat-trick as Navy thrash SSGC,https://www.dawn.com/news/575840/nomi-scores-hat-trick-as-navy-thrash-ssgc
2010-10-27,energy,Power loadshedding: Industry threatens to stop paying bills,https://www.dawn.com/news/576237/power-gas-loadshedding-industry-threatens-to-stop-paying-bills
2010-10-27,general_market,"UN starts wheat aid to 500,000 Pakistani farmers",https://www.dawn.com/news/576220/un-starts-wheat-aid-to-500000-pakistani-farmers
2010-10-27,macro,Dollar printing is feeding inflation in China: minister,https://www.dawn.com/news/576193/dollar-printing-is-feeding-inflation-in-china-minister
2010-10-29,monetary,SC directs SBP to produce details of written-off loans,https://www.dawn.com/news/576777/sc-directs-sbp-to-produce-details-of-written-off-loans
2010-10-30,equities,"Laughs, activism blending at TV comedians’ rally",https://www.dawn.com/news/577463/laughs-activism-blending-at-tv-comedians-rally
2010-11-02,energy,PSO threatens to stop oil imports,https://www.dawn.com/news/578179/pso-threatens-to-stop-oil-imports-2
2010-11-02,monetary,Flood-hit areas: SBP launches concessional scheme,https://www.dawn.com/news/578103/flood-hit-areas-sbp-launches-concessional-scheme
2010-11-02,energy,Essa slams hat-trick against SSGC in PPFL,https://www.dawn.com/news/577835/essa-slams-hat-trick-in-ppfl
2010-10-31,macro,Punjab Government responsible for unemployment: Elahi,https://www.dawn.com/news/577538/punjab-government-responsible-for-unemployment-elahi
2010-10-31,general_market,"Gilani calls for bridging trust deficit between US, Pakistan",https://www.dawn.com/news/577467/gilani-calls-for-bridging-trust-deficit-between-us-pakistan
2010-10-31,banking,"Karachi teams, HBL, NBP on top; PIA struggle",https://www.dawn.com/news/577353/karachi-teams-hbl-nbp-on-top-pia-struggl
2010-11-03,fiscal,"Crucial talks with IMF, WB put off for three days",https://www.dawn.com/news/578183/crucial-talks-with-imf-wb-put-off-for-three-days
2010-11-04,fiscal,Talks with IMF clear hurdles,https://www.dawn.com/news/578714/talks-with-imf-clear-hurdles
2010-11-04,macro,"Tired of choking on growth, China launches green GDP",https://www.dawn.com/news/578524/tired-of-choking-on-growth-china-launches-green-gdp
2010-11-04,general_market,Pakistan energy crisis to hurt government,https://www.dawn.com/news/578496/pakistan-energy-crisis-to-hurt-government
2010-11-01,fiscal,G20 must do more on financial supervision: IMF head,https://www.dawn.com/news/577770/g20-must-do-more-on-financial-supervision-imf-head
2010-11-01,general_market,Thar Coal: A gateway to energy for Pakistan - I,https://www.dawn.com/news/577753/thar-coal-a-gateway-to-energy-for-pakistan-i
2010-11-01,banking,Kaneria`s 10-wicket haul helps HBL open account,https://www.dawn.com/news/577604/kaneria-s-10-wicket-haul-helps-hbl-open-account-sbp-also-wi
2010-11-05,general_market,UN warns of aid shortfall for Pakistan flood victims,https://www.dawn.com/news/578959/un-warns-of-aid-shortfall-for-pakistan-flood-victims
2010-11-05,fiscal,Pakistan to meet IMF team on Nov 13 to continue talks,https://www.dawn.com/news/578776/pakistan-to-meet-imf-team-on-nov-13-to-continue-talks
2010-11-06,fiscal,"Pakistan ready for tax reforms, says IMF",https://www.dawn.com/news/579166/pakistan-ready-for-tax-reforms-says-imf-2
2010-11-06,general_market,Power failure in 14 districts of Balochistan,https://www.dawn.com/news/579012/power-failure-in-14-districts-of-balochistan
2010-11-06,fiscal,"China, India, Brazil become ‘major players’ at IMF",https://www.dawn.com/news/578965/china-india-brazil-become-major-players-at-imf
2010-11-08,commodities,"Millers, wholesalers to determine sugar price",https://www.dawn.com/news/579771/millers-wholesalers-to-determine-sugar-price-3
2010-11-10,commodities,Petition in LHC challenges sugar price hike,https://www.dawn.com/news/580273/petition-challenges-sugar-price-hike-in-lhc
2010-11-11,general_market,"Pakistan not worried over Indo-US trade, economic ties: Kaira",https://www.dawn.com/news/580645/pakistan-not-worried-over-indo-us-trade-economic-ties-kaira
2010-11-12,macro,Pakistan Oct trade deficit at $1.23 billion,https://www.dawn.com/news/581002/pakistan-oct-trade-deficit-at-1-23-billion
2010-11-14,general_market,US study urges market access for Pakistani textile products,https://www.dawn.com/news/581857/us-study-urges-preferential-market-access-for-pakistani-textile-products
2010-11-15,general_market,Red Cross calls for nearly double in aid for Pakistan,https://www.dawn.com/news/582258/red-cross-calls-for-nearly-double-in-aid-for-pakistan
2010-11-15,monetary,Pakistan to announce monetary policy on Nov 29,https://www.dawn.com/news/582234/pakistan-to-announce-monetary-policy-on-nov-29
2010-11-15,general_market,Pakistan and US sign 150 MW wind power project,https://www.dawn.com/news/582226/pakistan-and-us-sign-150-mw-wind-power-project
2010-11-15,general_market,Pakistan seeks $50bn foreign debt waiver,https://www.dawn.com/news/582181/pakistan-seeks-50bn-foreign-debt-waiver
2010-11-17,banking,Gas pipeline blast at Meezan Chowk Quetta,https://www.dawn.com/news/583026/gas-pipeline-blast-at-meezan-chowk-quetta
2010-11-17,macro,"IMF projects 14pc inflation, 2.75pc GDP growth",https://www.dawn.com/news/583008/imf-projects-14pc-inflation-2-75pc-gdp-growth
2010-11-17,fiscal,"IMF projects 14pc inflation, 2.75pc GDP growth",https://www.dawn.com/news/583008/imf-projects-14pc-inflation-2-75pc-gdp-growth
2010-11-17,fiscal,"Europe, IMF launch ‘urgent’ Irish rescue mission",https://www.dawn.com/news/583004/europe-imf-launch-urgent-irish-rescue-mission
2010-11-16,general_market,Pakistan's July-Oct c/a deficit narrows to $533 mln,https://www.dawn.com/news/582638/pakistans-july-oct-ca-deficit-narrows-to-533-mln
2010-11-16,banking,Pakistan's banking sector to withstand modest shocks: Kardar,https://www.dawn.com/news/582633/pakistans-banking-sector-to-withstand-modest-shocks-kardar
2010-11-19,general_market,"Pakistan, Russia ink MoU for energy cooperation",https://www.dawn.com/news/583171/pakistan-russia-ink-mou-for-energy-cooperation
2010-11-20,general_market,Gunmen torch 10 Nato oil tankers in Peshawar,https://www.dawn.com/news/583504/gunmen-torch-10-nato-oil-tankers-in-peshawar
2010-11-18,general_market,Ship carrying rental power plant arrives in Karachi,https://www.dawn.com/news/583118/ship-carrying-rental-power-plant-arrives-in-karachi
2010-11-22,fiscal,"Oil over 82 dollars after EU, IMF agree Irish bailout",https://www.dawn.com/news/584349/oil-over-82-dollars-after-eu-imf-agree-irish-bailout
2010-11-21,monetary,China should tighten its monetary policy: C. bank advisor,https://www.dawn.com/news/583979/china-should-tighten-its-monetary-policy-c-bank-advisor
2010-11-24,fiscal,Pakistan slashes development to meet IMF targets,https://www.dawn.com/news/585175/pakistan-slashes-development-to-meet-imf-targets
2010-11-24,fiscal,Privatisation to provide market needed depth,https://www.dawn.com/news/584935/privatisation-to-provide-market-needed-dept
2010-11-27,equities,"Several injured, arrested at Sunni Ittehad Council rally",https://www.dawn.com/news/586275/we-will-not-allow-repeal-of-blasphemy-laws-sic
2010-11-27,macro,What recession? Shoppers eat up Black Friday deals,https://www.dawn.com/news/586274/what-recession-shoppers-eat-up-black-friday-deals
2010-11-27,energy,SSGC thrash Young Blood 6-2; PIA defeat PMC Athletico,https://www.dawn.com/news/586142/ssgc-pia-beat-rivals-in-ppfl
2010-11-25,energy,Goals galore as PIA and SSGC thrash opponents in PPFL,https://www.dawn.com/news/585393/pia-ssgc-triump
2010-11-29,macro,SBP raises rate to rein in inflation,https://www.dawn.com/news/587333/sbp-raises-rate-to-rein-in-inflation-2
2010-11-29,monetary,SBP raises rate to rein in inflation,https://www.dawn.com/news/587333/sbp-raises-rate-to-rein-in-inflation-2
2010-11-29,general_market,Sindh not to ignore tax recovery issue: CM,https://www.dawn.com/news/587042/sindh-not-to-ignore-tax-recovery-issue-cm
2010-11-29,general_market,Nawaz vows to make Pakistan economic power,https://www.dawn.com/news/587040/nawaz-vows-to-make-pakistan-economic-power
2010-11-29,general_market,Pakistan's president seeks barter trade with Sri Lanka,https://www.dawn.com/news/587028/pakistans-president-seeks-barter-trade-with-sri-lanka
2010-11-29,fiscal,How to go about privatisation?,https://www.dawn.com/news/587023/how-to-go-about-privatisation-2
2010-11-29,equities,"Karachi Blues hit new low as Naved, Fawad share limelight",https://www.dawn.com/news/586921/karachi-blues-hit-new-low-as-naved-fawad-share-limelight
2010-11-28,general_market,Pakistan trade deal brings limited profit for Kabul,https://www.dawn.com/news/586691/pakistan-trade-deal-brings-limited-profit-for-kabul
2010-11-30,fiscal,"Govt to seek extension, RGST may delay IMF package",https://www.dawn.com/news/587646/govt-likely-to-seek-extension-rgst-hiccup-may-delay-imf-package-2
2010-11-30,equities,Pakistani stocks close near a 29-month high; rupee firms,https://www.dawn.com/news/587430/pakistani-stocks-close-near-a-29-month-high-rupee-firms
2010-11-30,forex,Pakistani stocks close near a 29-month high; rupee firms,https://www.dawn.com/news/587430/pakistani-stocks-close-near-a-29-month-high-rupee-firms
2010-11-30,general_market,Pakistan rice exports may hit 4 MT in 2010/11-trade,https://www.dawn.com/news/587418/pakistan-rice-exports-may-hit-4-mt-in-201011-trade
2010-11-30,banking,"Shahid century gives ZTBL huge lead, HBL on top",https://www.dawn.com/news/587258/shahid-century-gives-ztbl-huge-lead-hbl-on-top
2010-11-30,general_market,US asks Pakistan to honour commitments on tax measures,https://www.dawn.com/news/587353/us-asks-pakistan-to-honour-commitments-on-tax-measures
2010-12-01,general_market,Sweden intends $300 mn investment in Pakistan,https://www.dawn.com/news/587873/sweden-intends-300-mn-investment-in-pakistan
2010-12-01,macro,Pakistan’s 3-month fiscal deficit at 1.6 pct of GDP,https://www.dawn.com/news/587811/pakistans-3-month-fiscal-deficit-at-1-6-pct-of-gdp
2010-12-01,fiscal,Pakistan’s 3-month fiscal deficit at 1.6 pct of GDP,https://www.dawn.com/news/587811/pakistans-3-month-fiscal-deficit-at-1-6-pct-of-gdp
2010-12-01,fiscal,IMF likely to delay next Pakistan loan tranche-source,https://www.dawn.com/news/587810/imf-likely-to-delay-next-pakistan-loan-tranche-source
2010-12-01,general_market,Pakistan’s flood aid ‘unspent and mismanaged’,https://www.dawn.com/news/587787/pakistans-flood-aid-unspent-and-mismanaged
2010-12-03,monetary,SBP awards licence to Sindh Bank,https://www.dawn.com/news/588355/sbp-awards-licence-to-sindh-bank
2010-12-03,general_market,One million displaced need aid in Sindh: UN,https://www.dawn.com/news/588338/one-million-displaced-need-aid-in-sindh-un
2010-12-03,monetary,Pakistan’s forex reserves at $16.74 bln: SBP,https://www.dawn.com/news/588311/pakistans-forex-reserves-at-16-74-bln-sbp
2010-12-03,banking,Young Blood and PMC get outclassed 4-1 by NBP and HBL in PPFL,https://www.dawn.com/news/588254/nbp-hbl-beat-rivals-in-ppfl
2010-12-02,fiscal,Parliamentarians want end to Rs600bn corruption in FBR,https://www.dawn.com/news/588116/parliamentarians-want-end-to-rs600bn-corruption-in-fbr
2010-12-02,banking,"Wapda stay top after close shave, HBL, ZTBL also win",https://www.dawn.com/news/588004/wapda-stay-top-after-close-shave-hbl-ztbl-also-win
2010-12-05,banking,"Ayub, Mansoor rescue Sialkot, dream start for HBL",https://www.dawn.com/news/588657/ayub-mansoor-rescue-sialkot-dream-start-for-hbl
2010-12-05,banking,"PIA, HBL and NBP win PPFL games",https://www.dawn.com/news/588629/the-youngster-cup-a-term-race-for-two-year-old-horses-5-f
2010-12-07,general_market,Pakistan allows 1 mn-tonne wheat export after ban,https://www.dawn.com/news/589339/pakistan-allows-1-mn-tonne-wheat-export-after-ban
2010-12-08,general_market,EU delays trade relief for Pakistan,https://www.dawn.com/news/589552/india-bd-block-move-at-wto-eu-delays-trade-relief-for-pakistan
2010-12-08,banking,HBL go top as Aizaz`s 10-wkt haul helps PIA defeat Wapda,https://www.dawn.com/news/589409/hbl-go-top-as-aizaz-s-10-wkt-haul-helps-pia-defeat-wapda
2010-12-08,banking,"KESC crush HBL, KPT and NBP play draw",https://www.dawn.com/news/589389/kesc-crush-hbl
2010-12-09,macro,Inflation spikes to 18-month high,https://www.dawn.com/news/589592/inflation-spikes-to-18-month-high
2010-12-10,general_market,Overnight break-in at Karachi’s cellphone market,https://www.dawn.com/news/590130/overnight-break-in-at-karachis-cellphone-market
2010-12-10,general_market,"India, EU not eye-to-eye yet on trade-aid for Pakistan",https://www.dawn.com/news/590043/india-eu-not-eye-to-eye-yet-on-trade-aid-for-pakistan
2010-12-10,fiscal,Punjab students protest educational institutes' privatisation,https://www.dawn.com/news/590028/punjab-students-protest-educational-institutes-privatisation
2010-12-10,equities,"Strauss, Collingwood to share England captaincies",https://www.dawn.com/news/590022/strauss-collingwood-to-share-england-captaincies
2010-12-10,macro,"Govt has failed to control unemployment, price hike: Nawaz",https://www.dawn.com/news/590021/govt-has-failed-to-control-unemployment-price-hike-nawaz
2010-12-10,general_market,US suspends aid group in Pakistan fraud probe,https://www.dawn.com/news/590009/us-suspends-aid-group-in-pakistan-fraud-probe-2
2010-12-11,equities,Squash classics: Jansher wins point after great rally,https://www.dawn.com/news/590279/squash-classics-jansher-wins-point-after-great-rally
2010-12-11,energy,Holders KRL overpower SSGC 3-0 in PPFL,https://www.dawn.com/news/590269/krl-overpower-ssgc-3-0-in-ppfl
2010-12-11,banking,"Early advantage for HBL, Umar, Nauman in big stand",https://www.dawn.com/news/590168/early-advantage-for-hbl-umar-nauman-in-big-stan
2010-12-12,energy,"Shan century puts HBL in front, PIA fly high at SNGPL’s expense",https://www.dawn.com/news/590437/shan-century-puts-hbl-in-front-pia-fly-high-at-sngpls-expense
2010-12-12,banking,"Shan century puts HBL in front, PIA fly high at SNGPL’s expense",https://www.dawn.com/news/590437/shan-century-puts-hbl-in-front-pia-fly-high-at-sngpls-expense
2010-12-13,energy,PML-N submits gas loadshedding motion in NA,https://www.dawn.com/news/591000/pml-n-submits-gas-loadshedding-motion-in-na
2010-12-15,general_market,Centre accuses Punjab of politicising gas shortage,https://www.dawn.com/news/591449/centre-accuses-punjab-of-politicising-gas-shortage-2
2010-12-14,energy,"Army thrash SSGC, KRL, Wapda triumph",https://www.dawn.com/news/591123/army-krl-wapda-triumph
2010-12-14,general_market,BP sells Pakistan assets to United Energy Group,https://www.dawn.com/news/591058/bp-sells-pakistan-assets-to-united-energy-group
2010-12-14,macro,Heavy govt borrowing causes inflation: SBP,https://www.dawn.com/news/591022/heavy-govt-borrowing-causes-inflation-sbp
2010-12-14,monetary,Heavy govt borrowing causes inflation: SBP,https://www.dawn.com/news/591022/heavy-govt-borrowing-causes-inflation-sbp
2010-12-14,banking,"HBL whip Wapda, Sohail slams unbeaten double ton for ZTBL",https://www.dawn.com/news/590893/hbl-whip-wapda-sohail-slams-unbeaten-double-ton-for-ztbl
2010-12-18,general_market,"China, Pakistan ink trade deals during Wen's visit",https://www.dawn.com/news/591845/china-pakistan-ink-trade-deals-during-wens-visit
2010-12-19,banking,Leaders HBL a win away from QEA Trophy final,https://www.dawn.com/news/591905/quaid-i-azam-trophy-hbl-a-win-away-from-final
2010-12-21,energy,Loadshedding for CNG stations in Sindh stayed,https://www.dawn.com/news/592710/loadshedding-for-cng-stations-in-sindh-stayed-2
2010-12-21,banking,"Aizaz’s dozen helps PIA thrash HBL, ZTBL also win",https://www.dawn.com/news/592688/aizazs-dozen-helps-pia-thrash-hbl-ztbl-also-win
2010-12-21,equities,US embassy cables: Taliban using opium stocks like savings nest egg,https://www.dawn.com/news/592597/us-embassy-cables-taliban-using-opium-stocks-like-savings-nest-egg
2010-12-21,energy,PAF beat ten-man SSGC 2-0 in PPFL,https://www.dawn.com/news/592425/paf-beat-ssgc-in-ppfl-game
2010-12-20,banking,"Aizaz rips through HBL batting, Kamran grabs six catches",https://www.dawn.com/news/592238/aizaz-rips-through-hbl-batting-kamran-grabs-six-catches
2010-12-23,corporates,SC accepts PTCL plea against employees,https://www.dawn.com/news/593248/sc-accepts-ptcl-plea-against-employees-2
2010-12-23,monetary,Banks asked to approach SBP for unpaid claims,https://www.dawn.com/news/593077/banks-asked-to-approach-sbp-for-unpaid-claims-2
2010-12-22,monetary,Record govt borrowing: Interest rate may go up again,https://www.dawn.com/news/592839/record-govt-borrowing-interest-rate-may-go-up-again-2
2010-12-22,banking,Nine-man NBP hold Navy as Afghan FC gift walkover to PIA,https://www.dawn.com/news/592838/nine-man-nbp-hold-navy-as-afghan-fc-gift-walkover-to-pia
2010-12-27,fiscal,IMF extends Pakistan loan as economic reforms drag,https://www.dawn.com/news/594133/imf-extends-pakistan-loan-as-economic-reforms-drag
2010-12-27,fiscal,Pakistan reform delay adds to strain on IMF deal,https://www.dawn.com/news/594079/pakistan-reform-delay-adds-to-strain-on-imf-deal
2010-12-27,equities,India launches sharia stock index for Muslims,https://www.dawn.com/news/594065/india-launches-sharia-stock-index-for-muslims
2010-12-27,general_market,Pakistan eyes maritime trade with Oman,https://www.dawn.com/news/594057/pakistan-eyes-maritime-trade-with-oman
2010-12-27,banking,"NBP poised to beat HBL, PIA take narrow lead",https://www.dawn.com/news/593926/nbp-poised-to-beat-hbl-pia-take-lead
2010-12-27,banking,"PIA claim victory, HBL get walkover after Navy fail to turn up",https://www.dawn.com/news/593902/pia-claim-victory
2010-12-24,general_market,Punjab to export three million tons of wheat,https://www.dawn.com/news/593305/punjab-to-export-three-million-tons-of-wheat
2010-12-26,banking,"HBL in despair, PIA inch closer towards final",https://www.dawn.com/news/593638/hbl-in-despair-pia-inch-closer-towards-final
2010-12-28,fiscal,Major reforms on the cards to control fiscal deficit,https://www.dawn.com/news/594480/major-reforms-on-the-cards-to-control-fiscal-deficit-2
2010-12-28,banking,Rawalpindi move into second spot as NBP rout HBL,https://www.dawn.com/news/594152/rawalpindi-move-into-second-spot-as-nbp-rout-hbl
2010-12-28,general_market,"Pakistan, Oman to boost defence, economic ties",https://www.dawn.com/news/594252/pakistan-oman-to-boost-defence-economic-ties-2
2010-12-29,general_market,Extremists’ role in Karachi bank robberies growing,https://www.dawn.com/news/594631/extremists-role-in-karachi-bank-robberies-growing
2010-12-29,equities,Pakistani stocks up as banks post gains; rupee eases,https://www.dawn.com/news/594576/pakistani-stocks-up-as-banks-post-gains-rupee-eases
2010-12-29,forex,Pakistani stocks up as banks post gains; rupee eases,https://www.dawn.com/news/594576/pakistani-stocks-up-as-banks-post-gains-rupee-eases
2010-12-31,banking,HBL battle for survival to reach Division One final,https://www.dawn.com/news/595049/krl-meet-state-bank-in-division-two-final-hbl-battle-for-survival-to-reach-division-one-final
2010-12-31,equities,BNP-M holds rally against target killings,https://www.dawn.com/news/595009/bnp-m-holds-rally-against-target-killings
2011-01-03,banking,HBL reach Division One final after weather disruption,https://www.dawn.com/news/595939/hbl-reach-final
2011-01-02,energy,Govt warned of civil disobedience over petrol price hike,https://www.dawn.com/news/595679/govt-warned-of-civil-disobedience-over-petrol-price-hike
2011-01-01,monetary,State Bank start fluently in Division Two final,https://www.dawn.com/news/595418/shoaib-lifts-tempo-in-division-two-final
2011-01-05,general_market,Clinton says slain Pakistan governor ‘great loss’,https://www.dawn.com/news/596222/clinton-says-slain-pakistan-governor-great-loss-2
2011-01-06,energy,Clinton says Pakistan fuel price move a ‘mistake’,https://www.dawn.com/news/596721/us-opposed-to-pakistan-fuel-price-hike-switch
2011-01-06,energy,Fuel price hike reversed in bid to prop up govt,https://www.dawn.com/news/596672/govt-intends-reduction-in-pol-prices
2011-01-06,monetary,Naved`s pace helps SBP qualify for top division,https://www.dawn.com/news/596624/naveds-pace-helps-sbp-qualify-for-top-division
2011-01-06,general_market,US to give $190mn to Pakistan flood fund,https://www.dawn.com/news/596533/us-to-give-190mn-to-pakistan-flood-fund
2011-01-06,general_market,Four banks trade transaction to support Pakistan's textile,https://www.dawn.com/news/596501/four-banks-trade-transaction-to-support-pakistans-textile
2011-01-08,general_market,"Gas supply to industry, CNG pumps suspended in Punjab",https://www.dawn.com/news/597228/gas-supply-to-industry-cng-pumps-suspended-in-punjab
2011-01-08,equities,Karachi’s unrest a conspiracy to fail ‘blasphemy rally’: Fazl,https://www.dawn.com/news/597055/karachis-unrest-a-conspiracy-to-fail-blasphemy-rally-fazl
2011-01-08,general_market,Indian traders resume vegetables export to Pakistan,https://www.dawn.com/news/597053/indian-traders-resume-vegetables-export-to-pakistan
2011-01-07,equities,US rule likely to trigger Facebook IPO in 2012,https://www.dawn.com/news/596786/us-rule-likely-to-trigger-facebook-ipo-in-2012
2011-01-10,macro,Pakistan December CPI seen up 16 per cent,https://www.dawn.com/news/597600/pakistan-dec-cpi-seen-up-16-per-cent
2011-01-12,general_market,Pakistan urges world community to fulfill aid pledges,https://www.dawn.com/news/598138/pakistan-urges-world-community-to-fulfill-aid-pledges
2011-01-12,monetary,Pakistan to announce monetary policy on Jan 29,https://www.dawn.com/news/598129/pakistan-to-announce-monetary-policy-on-jan-29
2011-01-11,energy,Power tariff frozen for five months,https://www.dawn.com/news/598102/power-tariff-frozen-for-five-months-2
2011-01-11,macro,Pakistan Dec trade deficit widens to $1.62 bln,https://www.dawn.com/news/597874/pakistan-dec-trade-deficit-widens-to-1-62-bln
2011-01-14,general_market,Parts of Balochistan without gas for second day,https://www.dawn.com/news/598769/parts-of-balochistan-without-gas-for-second-day
2011-01-14,general_market,"MQM, ANP trade allegations after Karachi target killings",https://www.dawn.com/news/598743/mqm-anp-trade-allegations-after-karachi-target-killings
2011-01-14,banking,Imran's century helps HBL secure lead in final,https://www.dawn.com/news/598704/imrans-century-helps-hbl-secure-lead-in-final
2011-01-14,commodities,Cotton export: Foreign minister will write to Indian counterpart,https://www.dawn.com/news/598701/cotton-export-contracts-foreign-minister-will-write-to-indian-counterpart
2011-01-14,energy,Pepco blames PSO for power crisis,https://www.dawn.com/news/598665/pepco-blames-pso-for-power-crisis-2
2011-01-14,general_market,Pakistan's July-Dec foreign investment falls 15.4 pct,https://www.dawn.com/news/598639/pakistans-july-dec-foreign-investment-falls-15-4-pct
2011-01-14,general_market,Pakistan has potential to play greater role in global market: USAID,https://www.dawn.com/news/598631/pakistan-has-potential-to-play-greater-role-in-global-market-usaid
2011-01-14,general_market,"Militants blow up gas pipeline, well in Balochistan",https://www.dawn.com/news/598627/militants-blow-up-gas-pipeline-well-in-balochistan
2011-01-13,banking,Kamran keeps PIA flying after Kaneria’s 4-66 for HBL,https://www.dawn.com/news/598474/icc-gm-operations-richardson-also-watches-history-unfold-kamran-keeps-pia-flying-on-first-day-of-quaid-trophy-final
2011-01-13,general_market,Militants blow up gas pipeline in Balochistan,https://www.dawn.com/news/598366/militants-blow-up-gas-pipeline-in-balochistan
2011-01-15,banking,HBL in sight of title as PIA batting crumbles again,https://www.dawn.com/news/598942/quaid-trophy-division-one-final-hbl-in-sight-of-title-as-pia-batting-crumbles-again
2011-01-15,fiscal,Govt in state of fiscal emergency: FBR,https://www.dawn.com/news/598908/govt-in-state-of-fiscal-emergency-fbr-2
